Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCG06,OUT045,4044.454579855777
DRC36,OUT045,2854.9450766938508
FDV21,OUT019,282.7560939167954
FDB53,OUT046,2470.39898322375
DRP47,OUT019,569.5106351124208
FDA14,OUT013,2468.124521830365
DRC24,OUT035,2493.43222955346
FDW21,OUT018,1560.6216253166463
NCH29,OUT046,1537.6201784917998
FDU58,OUT013,3060.1595214675476
FDY27,OUT017,2872.685436073508
FDV56,OUT035,1577.7604271426444
FDT59,OUT046,3821.7790715735505
FDB23,OUT046,3783.4713572255905
FDR49,OUT045,741.6292051595276
FDB03,OUT010,572.8426319379499
FDN39,OUT045,2562.399041509649
FDX02,OUT027,5818.113271676836
FDQ16,OUT027,2900.176632732485
FDU35,OUT018,1543.6402829724566
NCT29,OUT013,2019.452374288513
FDZ27,OUT046,745.2147741710967
FDN57,OUT017,2040.244099064728
FDA03,OUT018,2467.8634422882383
FDZ36,OUT045,3060.1595214675476
NCU05,OUT013,1471.960783138503
FDT39,OUT018,2472.23971329308
FDK60,OUT017,1537.6201784917998
FDZ25,OUT017,2728.8663482708316
FDG12,OUT046,2019.452374288513
DRB01,OUT019,505.73416874679674
NCC43,OUT027,5818.113271676836
FDX13,OUT019,568.0117371870964
FDM22,OUT049,881.4860935045416
FDJ03,OUT027,1004.7850377626906
FDU14,OUT018,3814.4846841105837
FDB33,OUT010,381.2241100591715
FDP27,OUT046,3060.1595214675476
FDO38,OUT010,162.0369751473473
FDE28,OUT027,5818.113271676836
FDO27,OUT035,1532.7758260017313
DRL23,OUT027,2884.5035497143567
FDS28,OUT046,956.5298342564196
FDX24,OUT013,1546.9861259338325
FDZ02,OUT035,1537.6201784917998
FDL46,OUT045,1923.9046588670476
FDS60,OUT027,4771.477490577896
NCO06,OUT017,657.7245506784716
FDO16,OUT035,1427.622428600425
FDC60,OUT049,1453.8437140306505
FDA48,OUT018,3525.176759610299
FDZ36,OUT027,5211.580402395356
FDK27,OUT045,2019.452374288513
FDW23,OUT018,659.7170418509002
FDM14,OUT018,1669.578155493269
FDM14,OUT013,1570.450950874785
FDW60,OUT018,2868.1294304692833
FDE21,OUT013,1918.2720642402016
NCM42,OUT035,1577.7604271426444
FDY59,OUT010,226.0871216422496
DRI49,OUT049,1339.0429291730595
FDT28,OUT019,362.59518286560393
FDQ22,OUT018,661.2790576329305
FDR60,OUT049,1298.1802240540594
FDC50,OUT019,232.2972531080847
FDV24,OUT013,2474.7752542285916
DRF48,OUT010,493.59543886427286
FDQ47,OUT046,665.4471373891892
DRN36,OUT049,1537.6201784917998
NCY06,OUT035,2030.5834567435045
FDE52,OUT035,1487.0383698659239
NCB54,OUT045,2028.065471146167
NCF31,OUT035,2483.8747302930988
FDJ08,OUT027,5224.113538196679
NCC07,OUT017,1565.5726586845121
NCD19,OUT027,1213.439500471988
FDL46,OUT049,1969.0894733559535
FDM20,OUT045,3911.4495466467447
NCI06,OUT010,454.5811246198352
DRM11,OUT035,4084.7531457020646
NCH07,OUT018,2545.993337217034
FDS23,OUT013,2030.5834567435045
FDO49,OUT018,738.2722001054935
FDS35,OUT049,1063.9615527920278
DRK39,OUT045,1394.4164302549493
DRI39,OUT049,946.3555234494944
FDV04,OUT017,2548.5288781525446
NCN14,OUT035,3060.1595214675476
FDH08,OUT013,3824.2847640096757
FDS20,OUT046,3060.1595214675476
FDV40,OUT049,1134.8480051252511
FDZ48,OUT010,258.84837242804946
FDS24,OUT027,2551.87695027738
FDK44,OUT049,2854.9450766938508
FDS48,OUT045,2470.39898322375
FDK26,OUT010,497.40402001433176
FDD23,OUT045,3060.1595214675476
NCH54,OUT017,2560.44282620138
NCP14,OUT010,242.07705040865977
FDM60,OUT010,130.61766722026377
FDV24,OUT017,2474.7752542285916
FDH08,OUT018,3619.554401958654
FDS12,OUT027,2997.7025914196693
FDR39,OUT027,4826.00710399207
FDP12,OUT027,933.4368375365129
DRF60,OUT027,5818.113271676836
FDC09,OUT035,1565.5726586845121
FDF50,OUT018,3060.2451905422176
FDG28,OUT035,3906.621207337504
NCE19,OUT017,922.0458257634009
NCM53,OUT010,255.24735501146225
NCN18,OUT049,1678.843529229387
FDF32,OUT035,3106.3950342014123
FDF11,OUT013,3885.4852491409483
DRI59,OUT049,3786.0111553551556
NCG54,OUT035,2728.8663482708316
FDM44,OUT046,1563.165473477321
FDT57,OUT018,3674.370887387963
FDV24,OUT046,2474.7752542285916
FDI50,OUT019,571.1428010668815
FDS09,OUT035,756.9229098304963
NCC31,OUT027,4115.9281998230845
FDQ07,OUT019,572.6416989922059
FDC22,OUT017,3060.1595214675476
FDZ56,OUT046,2728.8663482708316
FDZ40,OUT019,130.61766722026377
FDS46,OUT027,2951.130705509012
DRD24,OUT045,2048.166743171519
FDV45,OUT017,3060.1595214675476
FDL26,OUT045,2509.5316969369437
FDA56,OUT018,2019.452374288513
FDN27,OUT046,1926.9559846641332
FDM20,OUT049,3898.012395644641
FDO16,OUT017,1394.4164302549493
FDL03,OUT035,3060.1595214675476
FDE58,OUT046,1923.9046588670476
FDI02,OUT027,2927.805106977647
NCC55,OUT019,130.61766722026377
FDR03,OUT018,3302.366899600766
FDB14,OUT017,1517.851479641821
FDR45,OUT013,3892.1435908554213
NCN07,OUT017,2030.5834567435045
FDM51,OUT019,245.14699460990988
FDT52,OUT027,5818.113271676836
FDL26,OUT046,2505.669425934639
NCZ42,OUT046,3883.3553751051363
DRI47,OUT019,361.81504236533715
FDW40,OUT013,2050.797619307551
FDN34,OUT046,2728.8663482708316
FDS01,OUT035,2880.2535443404013
NCG55,OUT045,1918.2720642402016
FDC11,OUT035,1447.9562628591084
FDX35,OUT018,3581.1752247961595
NCB06,OUT046,2553.2352998352217
FDR09,OUT019,569.5106351124208
FDC53,OUT017,1537.6201784917998
FDY45,OUT013,4032.131258039817
FDA22,OUT010,386.32925706599
FDE02,OUT035,1532.7758260017313
FDW21,OUT045,1560.6216253166463
FDV34,OUT046,1146.9111410900973
FDS59,OUT049,1577.7604271426444
NCW17,OUT017,2028.065471146167
NCK54,OUT046,1923.9046588670476
FDG17,OUT019,571.1428010668815
FDG35,OUT017,2854.9450766938508
FDD08,OUT010,130.61766722026377
NCO07,OUT017,3688.2451159430425
FDJ10,OUT010,281.48597023974
FDW36,OUT017,1565.5726586845121
FDW21,OUT010,238.9368631440747
FDY19,OUT017,1926.9559846641332
DRE03,OUT013,788.9564947734455
NCC55,OUT049,667.4396285616177
FDH52,OUT010,135.37903315996604
FDO09,OUT017,4079.65522705933
FDU43,OUT045,3892.261582022759
FDX09,OUT010,422.609308735024
FDH40,OUT019,194.64878225436664
FDW58,OUT017,1565.5726586845121
FDC47,OUT017,3798.4741465483257
NCR41,OUT035,1532.7758260017313
DRG49,OUT035,3905.661387652703
FDC52,OUT027,4044.7120420228393
FDY13,OUT046,1155.166815722993
FDY35,OUT013,719.9742808389525
FDI35,OUT017,3035.4326535371683
NCU18,OUT049,2050.797619307551
FDY33,OUT018,2545.993337217034
FDC15,OUT027,4194.082419045996
FDU01,OUT049,3060.1595214675476
NCU42,OUT046,2728.8663482708316
NCV29,OUT018,2868.1294304692833
NCY30,OUT017,3060.1595214675476
FDQ46,OUT049,1700.7902139618518
FDG58,OUT027,4115.9281998230845
FDK33,OUT017,3688.2451159430425
NCD07,OUT045,1912.7543055422593
NCX29,OUT027,3976.316560777963
NCT42,OUT013,2470.39898322375
DRN59,OUT035,740.507865062881
FDI44,OUT035,1298.7782317001904
FDA45,OUT049,2875.188192522123
FDP31,OUT045,1070.7239620835007
FDY01,OUT046,1912.7543055422593
FDT09,OUT018,2030.5834567435045
DRH03,OUT027,2828.6609184228087
FDA36,OUT018,3058.139056798834
NCF31,OUT017,2501.3922839490897
FDG14,OUT049,2474.7752542285916
FDG28,OUT027,5818.113271676836
FDU14,OUT049,4006.813429633366
FDY47,OUT019,284.6678839863331
FDI56,OUT049,1488.8894762883983
DRD01,OUT013,1027.1816161492588
FDM22,OUT046,969.1541683426851
FDH33,OUT013,713.5705554258072
DRZ24,OUT013,1947.7954107587238
NCQ38,OUT046,1565.5726586845121
FDO16,OUT027,2334.985662588451
FDU07,OUT027,4018.6888193787945
NCB07,OUT013,3060.1595214675476
FDU48,OUT045,2030.5834567435045
NCM43,OUT045,2562.399041509649
FDR31,OUT010,357.84143275836254
DRK49,OUT018,662.9866687537517
NCI30,OUT010,572.8262950121456
DRD60,OUT017,3012.210921878474
NCG19,OUT046,3847.41696459342
FDH12,OUT035,1565.5726586845121
FDM32,OUT035,1517.851479641821
FDM27,OUT035,2510.2373039343047
NCU53,OUT027,4247.70815340872
NCQ18,OUT046,1543.6402829724566
FDS10,OUT013,2966.500700486992
FDB33,OUT027,4194.082419045996
FDI12,OUT013,1521.635993978858
NCW42,OUT013,3754.825130635551
NCC06,OUT018,2030.5834567435045
FDW02,OUT017,2028.065471146167
NCD43,OUT017,1565.5726586845121
FDM57,OUT018,1410.803882864118
FDA58,OUT017,3864.519458747882
FDK56,OUT046,3060.1595214675476
FDP52,OUT045,3829.210758102076
FDW20,OUT018,2025.0321382385507
FDS52,OUT049,1550.4132486694798
NCT29,OUT018,2012.4313025736035
NCL54,OUT013,2870.330442158994
FDC05,OUT045,3062.265655210931
FDF34,OUT035,3062.265655210931
FDP03,OUT027,2997.7025914196693
FDD32,OUT010,188.79666467298452
FDZ10,OUT045,2028.065471146167
FDZ40,OUT035,916.5304032411345
FDD51,OUT018,665.4607426765944
NCY30,OUT019,427.6815920259325
FDP58,OUT017,3702.743169603105
FDV49,OUT017,4094.193901107641
FDY24,OUT019,130.61766722026377
NCO55,OUT017,1568.0804790452742
FDR13,OUT017,1923.9046588670476
FDS51,OUT017,1035.0409021123824
FDP26,OUT045,1565.5726586845121
NCB54,OUT027,3005.175704908318
FDF32,OUT017,3062.265655210931
FDN31,OUT018,3058.139056798834
DRM48,OUT017,657.7245506784716
FDN20,OUT049,2726.1330430738667
DRL01,OUT046,3811.8499435336435
FDV56,OUT049,1568.0804790452742
DRH13,OUT027,2900.176632732485
FDA03,OUT017,2470.39898322375
FDF47,OUT027,5818.113271676836
FDX32,OUT046,2470.39898322375
FDX57,OUT049,1537.6201784917998
NCA30,OUT045,3060.1595214675476
FDO49,OUT013,788.9564947734455
FDL04,OUT019,248.28718187449488
DRM48,OUT035,662.2330513233486
FDR16,OUT013,3670.640776918605
NCC19,OUT018,3058.139056798834
NCE42,OUT045,3873.401643688918
FDY24,OUT017,917.9415455996187
FDH19,OUT049,2854.9450766938508
FDJ46,OUT013,2854.9450766938508
FDN45,OUT010,569.7115680581647
FDY08,OUT035,2037.132875434909
FDZ37,OUT035,1448.2099365573717
NCT30,OUT045,742.7807007503704
DRY23,OUT018,663.7661356715045
NCZ30,OUT018,2019.452374288513
FDC44,OUT018,1892.6805365143703
FDB45,OUT035,1565.5726586845121
FDY04,OUT013,2562.399041509649
FDM27,OUT046,2548.5288781525446
FDZ43,OUT017,3899.348960370823
FDT39,OUT019,363.4229003953602
NCC06,OUT019,283.6165569604078
FDL15,OUT027,4115.9281998230845
FDL57,OUT017,4051.6831253962155
FDU08,OUT046,1539.3494279107026
FDK40,OUT017,4091.8714084576136
FDQ12,OUT010,568.2126701328403
FDS48,OUT017,2474.7752542285916
FDP09,OUT045,3685.281427948363
FDW21,OUT049,1543.6402829724566
FDY25,OUT035,3012.210921878474
DRE13,OUT017,1433.5196491360878
FDV43,OUT019,130.61766722026377
FDD22,OUT045,1700.7902139618518
FDM46,OUT019,232.2972531080847
NCO30,OUT010,481.1532055370735
FDM25,OUT046,2854.9450766938508
NCN41,OUT049,2019.452374288513
FDU24,OUT045,1519.78796235708
FDZ50,OUT046,3060.1595214675476
FDP45,OUT013,4011.483101798743
NCM54,OUT045,2028.065471146167
FDW10,OUT019,422.3019608981065
FDP20,OUT017,2028.065471146167
FDK32,OUT046,2474.7752542285916
FDN52,OUT049,1462.4608644412062
FDM58,OUT045,1678.843529229387
FDZ46,OUT027,2923.7868911882542
NCA18,OUT018,1923.9046588670476
FDD35,OUT046,2019.452374288513
NCK31,OUT035,742.7807007503704
FDI40,OUT027,2866.4825104890942
FDT50,OUT019,232.2972531080847
NCT06,OUT046,2562.399041509649
FDT31,OUT035,3060.1595214675476
FDT45,OUT049,881.4860935045416
FDT13,OUT045,3060.1595214675476
FDO50,OUT045,1488.8894762883983
NCU18,OUT010,280.4818416503706
NCR54,OUT049,3060.1595214675476
NCO18,OUT018,2870.6321869178983
FDU09,OUT045,923.2126108869795
FDT13,OUT018,3058.139056798834
FDE09,OUT046,1700.7902139618518
NCK53,OUT019,245.14699460990988
FDG45,OUT049,3670.640776918605
DRH15,OUT035,682.9684870494074
FDO21,OUT019,571.1428010668815
FDD14,OUT027,5205.70742128596
FDC09,OUT046,1565.5726586845121
FDH45,OUT027,941.1730295346357
FDV32,OUT046,1109.5896343991578
FDG12,OUT035,1969.0894733559535
FDS32,OUT013,2037.132875434909
NCL55,OUT018,3815.549961851051
DRE01,OUT035,3889.7683581081865
DRE15,OUT049,1304.4956698392339
NCL42,OUT045,3911.118638397722
FDP31,OUT013,1227.6992699954556
FDN33,OUT018,1519.78796235708
FDZ59,OUT046,2562.399041509649
FDE45,OUT010,423.2100127099351
FDJ07,OUT013,1947.7954107587238
FDQ45,OUT018,3058.139056798834
FDM33,OUT027,5818.113271676836
FDO15,OUT010,156.19624017108043
FDM46,OUT013,1546.9861259338325
FDR03,OUT045,3437.647159073387
FDY49,OUT018,2647.039854043471
FDQ60,OUT045,1969.0894733559535
FDW10,OUT049,2854.9450766938508
FDO51,OUT049,684.9742075810499
FDJ40,OUT018,1575.193512619694
FDS20,OUT018,3049.471634645687
FDU45,OUT013,1791.805721824619
FDV02,OUT035,2728.8663482708316
FDN09,OUT046,3890.0137168196093
NCM55,OUT027,5211.580402395356
FDN23,OUT018,2460.7379730947005
FDY31,OUT010,360.96913249418157
FDW03,OUT010,242.07705040865977
FDD14,OUT046,3060.1595214675476
FDV23,OUT017,2028.065471146167
DRI03,OUT045,2854.9450766938508
FDN13,OUT035,1543.6402829724566
FDF45,OUT027,1300.3602780335566
FDU46,OUT035,1452.3645588018915
FDB57,OUT049,3754.0161689663096
FDV12,OUT049,1543.6402829724566
FDQ58,OUT013,2474.7752542285916
NCA18,OUT017,1915.675547010184
FDH52,OUT049,1007.0605056257716
FDM24,OUT018,2467.8634422882383
NCP43,OUT027,4839.234065341931
NCO18,OUT019,426.3849126917453
FDM32,OUT017,1491.0124281449362
NCL07,OUT017,659.7170418509002
FDK03,OUT013,4012.2961413386383
FDP59,OUT017,1565.5726586845121
FDQ24,OUT049,4007.8787073738335
FDQ16,OUT018,1577.7604271426444
FDU44,OUT013,2553.2352998352217
FDH28,OUT010,130.61766722026377
FDV28,OUT019,130.61766722026377
FDM22,OUT045,929.6539829866587
FDR56,OUT046,3060.1595214675476
FDV39,OUT049,3062.265655210931
FDU37,OUT019,170.7486999620768
FDQ11,OUT010,571.3437340126255
FDX02,OUT045,3773.0555756763947
NCS42,OUT018,1517.851479641821
FDY57,OUT027,2828.6609184228087
FDB21,OUT049,3873.1525501212705
FDE28,OUT017,3816.5756410764534
FDQ55,OUT017,1892.6805365143703
FDA48,OUT049,3741.0422256619295
FDZ19,OUT045,2854.9450766938508
NCC43,OUT045,4003.9380661117784
NCV18,OUT046,1402.1396847226474
NCA42,OUT018,2545.993337217034
FDY45,OUT046,4033.0085748085908
NCC30,OUT045,2966.500700486992
FDM57,OUT013,1521.352503735416
FDL09,OUT010,385.1543949158366
FDB09,OUT027,2997.7025914196693
FDT44,OUT035,1969.0894733559535
NCT06,OUT027,4247.70815340872
FDX26,OUT049,3060.1595214675476
FDK32,OUT013,2501.3922839490897
DRA12,OUT046,2069.9260118018433
FDO46,OUT010,497.40402001433176
FDE52,OUT013,1526.1680609228947
NCH42,OUT045,3830.9025839707097
FDV08,OUT035,668.2746363163814
FDB47,OUT018,3492.501439923674
FDC28,OUT010,258.84837242804946
FDD22,OUT046,1892.6805365143703
FDS07,OUT027,2937.4587707587884
DRI13,OUT045,3713.125346432513
FDG32,OUT018,3548.713480139147
FDU14,OUT017,4016.1486731845794
FDD28,OUT019,131.9119510881186
NCP41,OUT017,1577.7604271426444
FDS08,OUT049,2854.9450766938508
FDX47,OUT045,2532.121247153475
FDC53,OUT019,245.14699460990988
FDQ19,OUT035,3899.137229216768
FDL14,OUT045,2507.279386578235
FDM33,OUT019,569.5106351124208
FDA51,OUT045,1892.6805365143703
FDZ27,OUT018,738.2722001054935
FDT04,OUT046,670.7092554644693
DRC13,OUT049,2028.065471146167
FDR16,OUT027,5818.986128803134
FDQ03,OUT027,5818.113271676836
FDE38,OUT035,2678.3240691229785
DRH23,OUT027,1234.4688297811817
FDT11,OUT019,496.89573923167023
FDD09,OUT035,2981.855185955678
FDR40,OUT045,1394.4164302549493
FDX07,OUT017,3060.1595214675476
FDR07,OUT035,1537.6201784917998
FDA51,OUT017,1900.8013224342112
FDT59,OUT019,568.0117371870964
FDF20,OUT017,3060.1595214675476
FDR13,OUT045,1912.7543055422593
FDY26,OUT049,3678.91219225204
FDW04,OUT017,2030.5834567435045
FDK52,OUT017,3791.9939013603234
FDN60,OUT049,2532.121247153475
FDM09,OUT019,408.58308011906973
FDP46,OUT049,1459.5116375305865
FDB50,OUT019,170.7486999620768
NCQ29,OUT049,4062.5654796456924
FDP16,OUT027,5818.113271676836
FDX33,OUT018,2557.9072852658683
FDP07,OUT010,506.958705355368
FDN22,OUT046,3992.2747555850556
FDF39,OUT049,4084.858657556428
FDS21,OUT017,1014.3878738961181
NCM42,OUT013,1568.0804790452742
FDK50,OUT019,382.5649199606066
DRF13,OUT027,4018.6888193787945
FDH35,OUT018,2559.8635005741385
FDP60,OUT018,1543.6402829724566
DRJ49,OUT027,3005.175704908318
NCT42,OUT019,362.9915701126116
FDE38,OUT049,2673.830148460475
FDI04,OUT049,3062.265655210931
NCH54,OUT045,2534.6620330299093
FDT56,OUT049,962.6866581860909
DRD15,OUT018,3629.4503260507686
FDV58,OUT013,3060.1595214675476
FDP21,OUT049,3060.1595214675476
FDH05,OUT013,3814.743946760148
FDR10,OUT027,4241.839313705059
NCP06,OUT045,2470.39898322375
FDF33,OUT049,1568.0804790452742
DRK37,OUT013,3060.1595214675476
DRH49,OUT045,1388.8910211377943
FDT58,OUT013,2666.7280295464275
FDD41,OUT018,1565.5726586845121
FDP40,OUT018,1678.843529229387
FDM51,OUT027,2866.4825104890942
FDO45,OUT010,195.38920836412024
FDW33,OUT010,242.07705040865977
FDY24,OUT045,916.5304032411345
FDB10,OUT010,569.7115680581647
FDM40,OUT035,2056.706338501803
NCI06,OUT017,3012.210921878474
FDW12,OUT019,338.6284684929469
FDX48,OUT027,4120.493957924223
NCW05,OUT027,2884.5035497143567
FDX27,OUT017,1532.7758260017313
DRM37,OUT045,3062.265655210931
FDA38,OUT045,3899.137229216768
FDR36,OUT046,669.0016443436481
FDZ45,OUT046,3084.9189804129683
FDG05,OUT017,2548.5288781525446
FDK28,OUT013,4075.4370146906904
FDV47,OUT045,1428.875571685263
FDN21,OUT045,2553.2352998352217
FDP20,OUT027,2997.7025914196693
FDI35,OUT045,3035.4326535371683
DRY23,OUT013,715.2651624308974
FDA56,OUT017,2019.452374288513
FDB09,OUT013,2019.452374288513
NCO26,OUT027,2951.130705509012
FDQ49,OUT018,2519.744296429881
FDI52,OUT027,2997.7025914196693
FDZ44,OUT027,2951.130705509012
FDZ09,OUT018,2559.8635005741385
FDY03,OUT049,1890.373698668377
NCG42,OUT017,2030.5834567435045
DRI13,OUT027,5818.986128803134
FDQ32,OUT013,2028.065471146167
FDW16,OUT035,1488.8894762883983
FDU27,OUT046,745.2147741710967
FDR28,OUT010,383.5497850677977
FDQ49,OUT010,381.9016273294451
FDS37,OUT046,1915.675547010184
FDW26,OUT018,3525.176759610299
FDX12,OUT018,3695.145173167263
NCP06,OUT013,2472.9669302700827
FDW45,OUT010,360.96913249418157
NCN30,OUT049,1532.7758260017313
FDN24,OUT049,881.4860935045416
NCL41,OUT027,933.4368375365129
FDR02,OUT019,263.2911835388151
FDD09,OUT010,450.77254346977645
FDS33,OUT010,196.01536328607966
FDU22,OUT045,2009.8547588861236
FDI53,OUT013,2562.399041509649
DRH01,OUT049,2854.9450766938508
FDX32,OUT013,2074.8918307989215
NCP30,OUT018,661.2790576329305
FDB60,OUT045,3060.1595214675476
FDB14,OUT049,1519.78796235708
NCP02,OUT035,928.4601240758678
FDJ10,OUT017,2040.244099064728
FDG34,OUT046,1678.843529229387
NCB18,OUT017,1458.0525684984232
FDM16,OUT049,1105.3823930368646
FDW25,OUT018,1410.803882864118
FDB35,OUT010,222.00516946529385
DRN11,OUT013,2113.6963422539916
FDF41,OUT019,569.5106351124208
FDH16,OUT045,1464.6570285515172
NCQ50,OUT018,3493.9759603127704
DRH23,OUT018,955.6741641939734
DRJ37,OUT013,2474.7752542285916
DRJ24,OUT027,5211.580402395356
FDY16,OUT035,3060.1595214675476
FDQ27,OUT045,1565.5726586845121
FDZ33,OUT045,2470.39898322375
FDF29,OUT045,2030.5834567435045
FDA08,OUT049,2562.399041509649
FDG31,OUT046,1111.847284228715
FDE34,OUT019,471.4716051786975
NCR30,OUT027,1463.3074029893476
FDV33,OUT035,4088.5501587411895
DRZ24,OUT018,2012.4313025736035
NCL54,OUT035,2854.9450766938508
FDR12,OUT049,2854.9450766938508
NCC54,OUT046,3872.935244641734
DRN59,OUT013,786.683659085956
FDX50,OUT019,263.72769201210684
FDV31,OUT027,4771.477490577896
NCA29,OUT027,4377.447421614267
FDW60,OUT049,2870.330442158994
FDX08,OUT017,3058.570663408034
DRD49,OUT013,3857.31408923248
FDD33,OUT046,3807.24039752524
FDW35,OUT013,713.5705554258072
FDJ36,OUT017,1565.5726586845121
FDV51,OUT035,2611.8997866795016
FDW36,OUT046,1568.0804790452742
FDH35,OUT046,2562.399041509649
NCS30,OUT027,3005.175704908318
FDN49,OUT017,659.7170418509002
FDL08,OUT018,3707.6747960767757
FDI09,OUT013,3868.406776963073
FDP19,OUT018,2030.5834567435045
FDU21,OUT010,130.61766722026377
NCP41,OUT045,1568.0804790452742
FDY10,OUT013,1809.041845778785
FDP12,OUT018,657.7245506784716
NCN26,OUT049,1915.675547010184
FDK44,OUT013,2854.9450766938508
FDC28,OUT049,1577.7604271426444
FDJ41,OUT027,5818.113271676836
NCT29,OUT035,2019.452374288513
NCH42,OUT019,571.1428010668815
FDU60,OUT018,2659.0519087530643
FDS02,OUT045,3060.1595214675476
FDC51,OUT046,2019.452374288513
FDU03,OUT013,3060.1595214675476
FDX39,OUT045,3685.281427948363
NCY05,OUT010,130.61766722026377
NCL06,OUT027,5818.113271676836
FDD32,OUT035,1301.129002926386
NCN41,OUT045,2019.452374288513
NCX53,OUT049,2050.797619307551
FDU57,OUT019,362.5786920419447
FDQ23,OUT046,1565.5726586845121
FDQ52,OUT045,4006.2605587618064
FDC14,OUT045,666.5675709229218
FDY09,OUT035,2870.330442158994
FDQ28,OUT045,2514.81689497943
FDV25,OUT046,3749.1489732884675
FDJ07,OUT035,1918.2720642402016
DRB25,OUT049,1565.5726586845121
FDK52,OUT019,569.5106351124208
FDY52,OUT027,1397.0590149210145
FDB28,OUT046,3062.265655210931
FDT36,OUT035,662.2330513233486
FDV25,OUT017,3761.0289198674955
NCN07,OUT027,3005.175704908318
FDC57,OUT017,3060.1595214675476
FDQ03,OUT018,3662.8554696738847
FDU23,OUT017,2661.587449688575
NCX41,OUT035,3685.281427948363
NCD06,OUT035,742.7807007503704
FDW08,OUT045,1568.0804790452742
NCU29,OUT017,2466.1680596436777
NCE06,OUT013,2555.623061976918
FDV52,OUT010,271.5026017687983
FDB02,OUT017,2870.330442158994
NCR18,OUT045,670.7492559665858
FDK16,OUT049,1532.7758260017313
NCQ29,OUT010,572.8426319379499
FDZ01,OUT019,247.90125043387073
FDW27,OUT035,2532.121247153475
FDD17,OUT018,3677.4053959746625
FDW39,OUT013,2870.330442158994
DRH59,OUT045,1094.1237523941427
FDS52,OUT013,1563.165473477321
FDU40,OUT027,5732.556619973324
NCF54,OUT013,2854.9450766938508
FDH46,OUT045,1565.5726586845121
NCP14,OUT049,1565.5726586845121
FDH50,OUT049,3060.1595214675476
DRF15,OUT010,369.6840277285279
FDV27,OUT027,2551.87695027738
NCJ06,OUT049,2012.4313025736035
FDN02,OUT018,3302.366899600766
FDQ51,OUT049,742.9419384836073
FDQ07,OUT017,3750.3774692131437
FDS45,OUT049,1565.5726586845121
NCJ06,OUT045,2019.452374288513
FDD36,OUT035,1923.9046588670476
FDY25,OUT045,3060.1595214675476
FDU52,OUT046,2507.279386578235
DRK47,OUT017,3809.215807557511
NCL30,OUT017,2030.5834567435045
FDN22,OUT035,4003.7207606322418
NCF30,OUT027,2997.7025914196693
FDK03,OUT035,4042.98005946668
FDT45,OUT017,938.3445572262905
NCC54,OUT027,5818.113271676836
